sample_id,site_id,site_name,location_id,matrix,latitude,longitude,collection_date,analysis_date,analyte,analytical_method,analyte_category,result_value,result_unit,detection_limit,qualifier,regulatory_mcl,lab_name,validator_initials,flag_missing_field,flag_duplicate_id,flag_impossible_value,holding_time_days,flag_holding_time_violation,flag_regulatory_exceedance,overall_qaqc_status,regulatory_status
MW-05-01-20241222-01459,SITE-05,Chemical Plant - Linden,MW-05-01,GW,40.618079,-74.253984,2024-12-22,2025-05-02,Arsenic,EPA 6020,METAL,1.2,ug/L,0.5,,10.0,ALS Environmental,TL,False,False,False,131.0,False,False,PASS,WITHIN_LIMIT
SB-04-03-20241103-01460,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2024-11-03,2024-11-19,Mercury,EPA 7470,METAL,1.748,ug/L,0.1,,2.0,ALS Environmental,RS,False,False,False,16.0,False,False,PASS,WITHIN_LIMIT
SB-02-01-20250515-01461,SITE-02,Industrial Park - Elizabeth,SB-02-01,SOIL,40.670355,-74.211832,2025-05-15,2025-11-24,Cadmium,EPA 6020,METAL,0.852,ug/L,0.25,,5.0,Eurofins TestAmerica,TL,False,False,False,193.0,True,False,FAIL,WITHIN_LIMIT
SB-02-09-20230316-01462,SITE-02,Industrial Park - Elizabeth,SB-02-09,SOIL,40.667561,-74.205805,2023-03-16,2023-03-19,"1,1-Dichloroethylene",EPA 8260,VOC,1.458,ug/L,0.35,,7.0,ALS Environmental,JM,False,False,False,3.0,False,False,PASS,WITHIN_LIMIT
MW-01-04-20240715-00046,SITE-02,Industrial Park - Elizabeth,SB-02-01,SOIL,40.670355,-74.211832,2023-05-06,2023-05-18,"1,1-Dichloroethylene",EPA 8260,VOC,4.607,ug/L,0.35,,7.0,Eurofins TestAmerica,RS,False,True,False,12.0,False,False,FAIL,WITHIN_LIMIT
SB-04-09-20240622-01464,SITE-04,Rail Yard - Kearny,SB-04-09,SOIL,40.769705,-74.1401,2024-06-22,2024-06-24,Tetrachloroethylene,EPA 8260,VOC,0.225,ug/L,0.25,U,5.0,ALS Environmental,RS,False,False,False,2.0,False,False,PASS,WITHIN_LIMIT
SB-04-01-20240513-01465,SITE-04,Rail Yard - Kearny,SB-04-01,SOIL,40.76615,-74.149633,2024-05-13,2024-05-17,"1,1-Dichloroethylene",EPA 8260,VOC,34.339,ug/L,0.35,,7.0,ALS Environmental,KP,False,False,False,4.0,False,True,PASS,EXCEEDANCE
SB-02-02-20230714-01466,SITE-02,Industrial Park - Elizabeth,SB-02-02,SOIL,40.658445,-74.209608,2023-07-14,2024-01-04,Arsenic,EPA 6020,METAL,3.405,ug/L,0.5,,10.0,ALS Environmental,RS,False,False,False,174.0,False,False,PASS,WITHIN_LIMIT
MW-03-03-20230324-01467,SITE-03,Former Gas Station - Paterson,MW-03-03,GW,40.909398,-74.172286,2023-03-24,2023-03-30,"1,1-Dichloroethylene",EPA 8260,VOC,4.408,ug/L,0.35,,7.0,Eurofins TestAmerica,JM,False,False,False,6.0,False,False,PASS,WITHIN_LIMIT
MW-05-02-20230115-01468,SITE-05,Chemical Plant - Linden,MW-05-02,GW,40.620734,-74.250308,2023-01-15,2023-01-20,Vinyl Chloride,EPA 8260,VOC,0.528,ug/L,0.1,,2.0,Pace Analytical,JM,False,False,False,5.0,False,False,PASS,WITHIN_LIMIT
SB-04-05-20230606-01469,SITE-04,Rail Yard - Kearny,SB-04-05,SOIL,40.772503,-74.139785,2023-06-06,2023-07-02,Chromium,EPA 6020,METAL,852.605,ug/L,5.0,,100.0,ALS Environmental,JM,False,False,False,26.0,False,True,PASS,EXCEEDANCE
MW-01-01-20240331-01470,SITE-01,Former Dry Cleaner - Newark,MW-01-01,GW,40.734478,-74.165228,2024-03-31,2024-04-09,Trichloroethylene,EPA 8260,VOC,3.831,ug/L,0.25,,5.0,Pace Analytical,RS,False,False,False,9.0,False,False,PASS,WITHIN_LIMIT
MW-01-02-20241214-01471,SITE-01,Former Dry Cleaner - Newark,MW-01-02,GW,40.739647,-74.180516,2024-12-14,2024-12-23,Vinyl Chloride,EPA 8260,VOC,0.236,ug/L,0.1,,2.0,ALS Environmental,RS,False,False,False,9.0,False,False,PASS,WITHIN_LIMIT
MW-01-05-20230806-01472,SITE-01,Former Dry Cleaner - Newark,MW-01-05,GW,40.734708,-74.174984,2023-08-06,2024-01-24,Arsenic,EPA 6020,METAL,0.566,ug/L,0.5,,10.0,Pace Analytical,KP,False,False,False,171.0,False,False,PASS,WITHIN_LIMIT
MW-05-03-20241215-01473,SITE-05,Chemical Plant - Linden,MW-05-03,GW,40.620171,-74.237532,2024-12-15,2024-12-19,Tetrachloroethylene,EPA 8260,VOC,0.61,ug/L,0.25,,5.0,ALS Environmental,JM,False,False,False,4.0,False,False,PASS,WITHIN_LIMIT
SB-04-09-20240208-01474,SITE-04,Rail Yard - Kearny,SB-04-09,SOIL,40.769705,-74.1401,2024-02-08,2024-02-09,Nitrate,EPA 300.0,WET_CHEM,1.862,mg/L,0.5,,10.0,Eurofins TestAmerica,RS,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
MW-03-01-20240128-01475,SITE-03,Former Gas Station - Paterson,MW-03-01,GW,40.913317,-74.174391,2024-01-28,2024-02-16,Mercury,EPA 7470,METAL,0.521,ug/L,0.1,,2.0,Eurofins TestAmerica,TL,False,False,False,19.0,False,False,PASS,WITHIN_LIMIT
SB-04-07-20240109-01476,SITE-04,Rail Yard - Kearny,SB-04-07,SOIL,40.761196,-74.153109,2024-01-09,2024-02-27,Lead,EPA 6020,METAL,1.981,ug/L,0.75,,15.0,Pace Analytical,RS,False,False,False,49.0,False,False,PASS,WITHIN_LIMIT
MW-03-03-20241113-01477,SITE-03,Former Gas Station - Paterson,MW-03-03,GW,40.909398,-74.172286,2024-11-13,2024-11-24,Vinyl Chloride,EPA 8260,VOC,0.366,ug/L,0.1,,2.0,Eurofins TestAmerica,TL,False,False,False,11.0,False,False,PASS,WITHIN_LIMIT
SB-02-05-20230509-01478,SITE-02,Industrial Park - Elizabeth,SB-02-05,SOIL,40.660991,-74.201286,2023-05-09,2023-05-17,Benzene,EPA 8260,VOC,22.847,ug/L,0.25,,5.0,ALS Environmental,TL,False,False,False,8.0,False,True,PASS,EXCEEDANCE
MW-01-01-20240203-01479,SITE-01,Former Dry Cleaner - Newark,MW-01-01,GW,40.734478,-74.165228,2024-02-03,2024-06-01,Chromium,EPA 6020,METAL,2.069,ug/L,5.0,,100.0,Pace Analytical,TL,False,False,False,119.0,False,False,PASS,WITHIN_LIMIT
SB-04-08-20240925-01480,SITE-04,Rail Yard - Kearny,SB-04-08,SOIL,40.771768,-74.145978,2024-09-25,2025-04-11,Lead,EPA 6020,METAL,0.711,ug/L,0.75,U,15.0,ALS Environmental,JM,False,False,False,198.0,True,False,FAIL,WITHIN_LIMIT
MW-03-05-20231028-01481,SITE-03,Former Gas Station - Paterson,MW-03-05,GW,40.915543,-74.165146,2023-10-28,2024-02-27,Lead,EPA 6020,METAL,3.029,ug/L,0.75,,15.0,Eurofins TestAmerica,TL,False,False,False,122.0,False,False,PASS,WITHIN_LIMIT
SB-04-03-20230103-01482,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2023-01-03,2023-03-18,Arsenic,EPA 6020,METAL,2.119,ug/L,0.5,,10.0,Pace Analytical,KP,False,False,False,74.0,False,False,PASS,WITHIN_LIMIT
MW-03-07-20231202-01483,SITE-03,Former Gas Station - Paterson,MW-03-07,GW,40.923445,-74.165705,2023-12-02,2024-05-19,Chromium,EPA 6020,METAL,27.388,ug/L,5.0,,100.0,Eurofins TestAmerica,TL,False,False,False,169.0,False,False,PASS,WITHIN_LIMIT
MW-03-06-20250227-01484,SITE-03,Former Gas Station - Paterson,MW-03-06,GW,40.920805,-74.175553,2025-02-27,2025-08-19,Lead,EPA 6020,METAL,1.342,ug/L,0.75,,15.0,ALS Environmental,TL,False,False,False,173.0,False,False,PASS,WITHIN_LIMIT
MW-01-03-20230129-01485,SITE-01,Former Dry Cleaner - Newark,MW-01-03,GW,40.745212,-74.167177,2023-01-29,2023-02-08,Benzene,EPA 8260,VOC,3.097,ug/L,0.25,,5.0,ALS Environmental,TL,False,False,False,10.0,False,False,PASS,WITHIN_LIMIT
MW-03-07-20240804-01486,SITE-03,Former Gas Station - Paterson,MW-03-07,GW,40.923445,-74.165705,2024-08-04,2024-08-10,Vinyl Chloride,EPA 8260,VOC,0.937,ug/L,0.1,,2.0,Eurofins TestAmerica,TL,False,False,False,6.0,False,False,PASS,WITHIN_LIMIT
MW-05-06-20230130-01487,SITE-05,Chemical Plant - Linden,MW-05-06,GW,40.625238,-74.243459,2023-01-30,2023-02-01,Benzene,EPA 8260,VOC,0.212,ug/L,0.25,U,5.0,ALS Environmental,JM,False,False,False,2.0,False,False,PASS,WITHIN_LIMIT
MW-03-02-20250430-01488,SITE-03,Former Gas Station - Paterson,MW-03-02,GW,40.916191,-74.178011,2025-04-30,2025-05-08,Mercury,EPA 7470,METAL,17.203,ug/L,0.1,,2.0,Eurofins TestAmerica,RS,False,False,False,8.0,False,True,PASS,EXCEEDANCE
MW-05-02-20230813-01489,SITE-05,Chemical Plant - Linden,MW-05-02,GW,40.620734,-74.250308,2023-08-13,2023-08-19,Trichloroethylene,EPA 8260,VOC,1.058,ug/L,0.25,,5.0,Pace Analytical,TL,False,False,False,6.0,False,False,PASS,WITHIN_LIMIT
MW-01-05-20240514-01490,SITE-01,Former Dry Cleaner - Newark,MW-01-05,GW,40.734708,-74.174984,2024-05-14,2024-05-15,Nitrate,EPA 300.0,WET_CHEM,2.052,mg/L,0.5,,10.0,Pace Analytical,JM,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
MW-05-02-20230930-01491,SITE-05,Chemical Plant - Linden,MW-05-02,GW,40.620734,-74.250308,2023-09-30,2023-10-02,Benzene,EPA 8260,VOC,2.676,ug/L,0.25,,5.0,ALS Environmental,RS,False,False,False,2.0,False,False,PASS,WITHIN_LIMIT
SB-04-06-20250113-01492,SITE-04,Rail Yard - Kearny,SB-04-06,SOIL,40.767578,-74.144025,2025-01-13,2025-01-13,Nitrate,EPA 300.0,WET_CHEM,16.768,mg/L,0.5,,10.0,ALS Environmental,TL,False,False,False,0.0,False,True,PASS,EXCEEDANCE
SB-04-06-20240422-01493,SITE-04,Rail Yard - Kearny,SB-04-06,SOIL,40.767578,-74.144025,2024-04-22,2024-04-22,Tetrachloroethylene,EPA 8260,VOC,0.119,ug/L,0.25,U,5.0,ALS Environmental,RS,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-05-03-20231229-01494,SITE-05,Chemical Plant - Linden,MW-05-03,GW,40.620171,-74.237532,2023-12-29,2024-02-23,Lead,EPA 6020,METAL,4.053,ug/L,0.75,,15.0,Eurofins TestAmerica,KP,False,False,False,56.0,False,False,PASS,WITHIN_LIMIT
MW-03-07-20231125-01495,SITE-03,Former Gas Station - Paterson,MW-03-07,GW,40.923445,-74.165705,2023-11-25,2023-12-15,Nitrate,EPA 300.0,WET_CHEM,1.095,mg/L,0.5,,10.0,Pace Analytical,RS,False,False,False,20.0,True,False,FAIL,WITHIN_LIMIT
SB-04-02-20231008-01496,SITE-04,Rail Yard - Kearny,SB-04-02,SOIL,40.77205,-74.152605,2023-10-08,2023-10-31,Benzene,EPA 8260,VOC,1.488,ug/L,0.25,,5.0,Pace Analytical,RS,False,False,False,23.0,True,False,FAIL,WITHIN_LIMIT
SB-02-09-20230323-01497,SITE-02,Industrial Park - Elizabeth,SB-02-09,SOIL,40.667561,-74.205805,2023-03-23,2023-03-26,Lead,EPA 6020,METAL,12.026,ug/L,0.75,,15.0,ALS Environmental,KP,False,False,False,3.0,False,False,PASS,WITHIN_LIMIT
MW-05-04-20240802-01498,SITE-05,Chemical Plant - Linden,MW-05-04,GW,40.616679,-74.253434,2024-08-02,2024-09-05,Arsenic,EPA 6020,METAL,22.712,ug/L,0.5,,10.0,Pace Analytical,RS,False,False,False,34.0,False,True,PASS,EXCEEDANCE
MW-05-03-20240311-01499,SITE-05,Chemical Plant - Linden,MW-05-03,GW,40.620171,-74.237532,2024-03-11,2024-05-06,Lead,EPA 6020,METAL,7.728,ug/L,0.75,,15.0,Pace Analytical,KP,False,False,False,56.0,False,False,PASS,WITHIN_LIMIT
SB-04-01-20240907-01500,SITE-04,Rail Yard - Kearny,,SOIL,40.76615,-74.149633,2024-09-07,2025-01-01,Cadmium,EPA 6020,METAL,0.996,ug/L,0.25,,5.0,Pace Analytical,JM,True,False,False,116.0,False,False,FAIL,WITHIN_LIMIT
SB-04-04-20241106-01501,SITE-04,Rail Yard - Kearny,SB-04-04,SOIL,40.774138,-74.142103,2024-11-06,2024-11-10,Tetrachloroethylene,EPA 8260,VOC,1.592,ug/L,0.25,,5.0,ALS Environmental,TL,False,False,False,4.0,False,False,PASS,WITHIN_LIMIT
SB-02-07-20240301-01502,SITE-02,Industrial Park - Elizabeth,SB-02-07,SOIL,40.657793,-74.211366,2024-03-01,2024-03-24,Mercury,EPA 7470,METAL,0.015,ug/L,0.1,U,2.0,Pace Analytical,RS,False,False,False,23.0,False,False,PASS,WITHIN_LIMIT
SB-02-05-20250116-01503,SITE-02,Industrial Park - Elizabeth,SB-02-05,SOIL,40.660991,-74.201286,2025-01-16,2025-05-29,Chromium,EPA 6020,METAL,62.491,ug/L,5.0,,100.0,Eurofins TestAmerica,KP,False,False,False,133.0,False,False,PASS,WITHIN_LIMIT
MW-01-05-20230722-01504,SITE-01,Former Dry Cleaner - Newark,MW-01-05,GW,40.734708,-74.174984,2023-07-22,2023-07-23,pH,EPA 9040,FIELD,8.44,SU,0.01,,,Eurofins TestAmerica,JM,False,False,False,1.0,True,False,FAIL,WITHIN_LIMIT
SB-02-09-20240522-01505,SITE-02,Industrial Park - Elizabeth,SB-02-09,SOIL,40.667561,-74.205805,2024-05-22,2024-05-27,Tetrachloroethylene,EPA 8260,VOC,0.721,ug/L,0.25,,5.0,Pace Analytical,KP,False,False,False,5.0,False,False,PASS,WITHIN_LIMIT
SB-04-06-20241027-01506,SITE-04,Rail Yard - Kearny,SB-04-06,SOIL,40.767578,-74.144025,2024-10-27,2024-12-27,Arsenic,EPA 6020,METAL,2.434,ug/L,0.5,,10.0,Pace Analytical,TL,False,False,False,61.0,False,False,PASS,WITHIN_LIMIT
SB-02-09-20250615-01507,SITE-02,Industrial Park - Elizabeth,SB-02-09,SOIL,40.667561,-74.205805,2025-06-15,2025-10-25,,EPA 6020,METAL,0.65,ug/L,0.25,,5.0,Eurofins TestAmerica,KP,True,False,False,132.0,False,False,FAIL,WITHIN_LIMIT
MW-05-01-20230522-01508,SITE-05,Chemical Plant - Linden,MW-05-01,GW,40.618079,-74.253984,2023-05-22,2023-06-04,Trichloroethylene,EPA 8260,VOC,9.374,ug/L,0.25,,5.0,Eurofins TestAmerica,JM,False,False,False,13.0,False,True,PASS,EXCEEDANCE
MW-05-05-20250305-01509,SITE-05,Chemical Plant - Linden,MW-05-05,GW,40.617628,-74.248728,2025-03-05,2025-03-09,Mercury,EPA 7470,METAL,9.887,ug/L,0.1,,2.0,ALS Environmental,KP,False,False,False,4.0,False,True,PASS,EXCEEDANCE
SB-04-02-20230914-01510,SITE-04,Rail Yard - Kearny,SB-04-02,SOIL,40.77205,-74.152605,2023-09-14,2023-09-14,"1,1-Dichloroethylene",EPA 8260,VOC,3.863,ug/L,0.35,,7.0,Pace Analytical,JM,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-04-01-20230124-01511,SITE-04,Rail Yard - Kearny,SB-04-01,SOIL,40.76615,-74.149633,2023-01-24,2023-01-25,Benzene,EPA 8260,VOC,2.447,ug/L,0.25,,5.0,Eurofins TestAmerica,TL,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
MW-01-06-20240201-01512,SITE-01,Former Dry Cleaner - Newark,MW-01-06,GW,40.744235,-74.169523,2024-02-01,2024-06-06,Chromium,EPA 6020,METAL,32.991,ug/L,5.0,,100.0,Pace Analytical,TL,False,False,False,126.0,False,False,PASS,WITHIN_LIMIT
SB-04-06-20230806-01513,SITE-04,Rail Yard - Kearny,SB-04-06,SOIL,40.767578,-74.144025,2023-08-06,2023-08-16,Lead,EPA 6020,METAL,1.555,ug/L,0.75,,15.0,Eurofins TestAmerica,KP,False,False,False,10.0,False,False,PASS,WITHIN_LIMIT
SB-02-08-20240420-01514,SITE-02,Industrial Park - Elizabeth,SB-02-08,SOIL,40.654776,-74.217614,2024-04-20,2024-08-29,Cadmium,EPA 6020,METAL,8.192,ug/L,0.25,,5.0,Eurofins TestAmerica,JM,False,False,False,131.0,False,True,PASS,EXCEEDANCE
MW-01-05-20230729-01515,SITE-01,Former Dry Cleaner - Newark,MW-01-05,GW,40.734708,-74.174984,2023-07-29,2023-07-29,Vinyl Chloride,EPA 8260,VOC,-3.972,ug/L,0.1,,2.0,Pace Analytical,TL,False,False,True,0.0,False,False,FAIL,WITHIN_LIMIT
MW-03-07-20240323-01516,SITE-03,Former Gas Station - Paterson,MW-03-07,GW,40.923445,-74.165705,2024-03-23,2024-04-05,"1,1-Dichloroethylene",EPA 8260,VOC,0.341,ug/L,0.35,U,7.0,Eurofins TestAmerica,KP,False,False,False,13.0,False,False,PASS,WITHIN_LIMIT
SB-02-01-20240908-01517,SITE-02,Industrial Park - Elizabeth,SB-02-01,SOIL,40.670355,-74.211832,2024-09-08,2024-09-28,"1,1-Dichloroethylene",EPA 8260,VOC,17.472,ug/L,0.35,,7.0,Pace Analytical,JM,False,False,False,20.0,True,True,FAIL,EXCEEDANCE
MW-03-04-20240327-01518,SITE-03,Former Gas Station - Paterson,MW-03-04,GW,40.911338,-74.168404,2024-03-27,2024-03-31,Benzene,EPA 8260,VOC,0.15,ug/L,0.25,U,5.0,Pace Analytical,RS,False,False,False,4.0,False,False,PASS,WITHIN_LIMIT
MW-05-06-20241117-01519,SITE-05,Chemical Plant - Linden,MW-05-06,GW,40.625238,-74.243459,2024-11-17,2024-11-23,Tetrachloroethylene,EPA 8260,VOC,3.763,ug/L,0.25,,5.0,ALS Environmental,KP,False,False,False,6.0,False,False,PASS,WITHIN_LIMIT
SB-04-04-20240227-01520,SITE-04,Rail Yard - Kearny,,SOIL,40.774138,-74.142103,2024-02-27,2024-08-13,Chromium,EPA 6020,METAL,14.6,ug/L,5.0,,100.0,Eurofins TestAmerica,JM,True,False,False,168.0,False,False,FAIL,WITHIN_LIMIT
MW-01-06-20240530-01521,SITE-01,Former Dry Cleaner - Newark,MW-01-06,GW,40.744235,-74.169523,2024-05-30,2024-06-02,"1,1-Dichloroethylene",EPA 8260,VOC,0.341,ug/L,0.35,,7.0,Pace Analytical,RS,False,False,False,3.0,False,False,PASS,WITHIN_LIMIT
MW-03-02-20231117-01522,SITE-03,Former Gas Station - Paterson,MW-03-02,GW,40.916191,-74.178011,2023-11-17,2023-12-16,Vinyl Chloride,EPA 8260,VOC,1.1,ug/L,0.1,,2.0,ALS Environmental,KP,False,False,False,29.0,True,False,FAIL,WITHIN_LIMIT
SB-02-04-20241109-01523,SITE-02,Industrial Park - Elizabeth,SB-02-04,SOIL,40.666533,-74.205538,2024-11-09,2024-11-19,Tetrachloroethylene,EPA 8260,VOC,0.164,ug/L,0.25,U,5.0,Eurofins TestAmerica,TL,False,False,False,10.0,False,False,PASS,WITHIN_LIMIT
SB-04-07-20250613-01524,SITE-04,Rail Yard - Kearny,SB-04-07,SOIL,40.761196,-74.153109,2025-06-13,2025-06-13,Nitrate,EPA 300.0,WET_CHEM,2.933,mg/L,0.5,,10.0,ALS Environmental,TL,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-02-07-20231031-01525,SITE-02,Industrial Park - Elizabeth,SB-02-07,SOIL,40.657793,-74.211366,2023-10-31,2023-11-05,Benzene,EPA 8260,VOC,12.478,ug/L,0.25,,5.0,Pace Analytical,JM,False,False,False,5.0,False,True,PASS,EXCEEDANCE
SB-04-08-20241213-01526,SITE-04,Rail Yard - Kearny,SB-04-08,SOIL,40.771768,-74.145978,2024-12-13,2025-01-08,Mercury,EPA 7470,METAL,1.317,ug/L,0.1,,2.0,Pace Analytical,TL,False,False,False,26.0,False,False,PASS,WITHIN_LIMIT
MW-05-03-20230416-01527,SITE-05,Chemical Plant - Linden,MW-05-03,GW,40.620171,-74.237532,2023-04-16,2023-04-25,Mercury,EPA 7470,METAL,1.545,ug/L,0.1,,2.0,Eurofins TestAmerica,RS,False,False,False,9.0,False,False,PASS,WITHIN_LIMIT
MW-05-05-20230927-01528,SITE-05,Chemical Plant - Linden,MW-05-05,GW,40.617628,-74.248728,2023-09-27,2023-10-04,Benzene,EPA 8260,VOC,0.561,ug/L,0.25,,5.0,Pace Analytical,JM,False,False,False,7.0,False,False,PASS,WITHIN_LIMIT
SB-04-01-20240304-01529,SITE-04,Rail Yard - Kearny,SB-04-01,SOIL,40.76615,-74.149633,2024-03-04,2024-05-14,Lead,EPA 6020,METAL,19.3,ug/L,0.75,,15.0,Eurofins TestAmerica,JM,False,False,False,71.0,False,True,PASS,EXCEEDANCE
SB-02-08-20241004-01530,SITE-02,Industrial Park - Elizabeth,SB-02-08,SOIL,40.654776,-74.217614,2024-10-04,2024-11-30,Arsenic,EPA 6020,METAL,1.618,ug/L,0.5,,10.0,ALS Environmental,JM,False,False,False,57.0,False,False,PASS,WITHIN_LIMIT
MW-05-03-20231224-01531,SITE-05,Chemical Plant - Linden,MW-05-03,GW,40.620171,-74.237532,2023-12-24,2023-12-29,Vinyl Chloride,EPA 8260,VOC,0.423,ug/L,0.1,,2.0,ALS Environmental,JM,False,False,False,5.0,False,False,PASS,WITHIN_LIMIT
MW-05-01-20230518-01532,SITE-05,Chemical Plant - Linden,MW-05-01,GW,40.618079,-74.253984,2023-05-18,2023-05-21,"1,1-Dichloroethylene",EPA 8260,VOC,16.463,ug/L,0.35,,7.0,Eurofins TestAmerica,KP,False,False,False,3.0,False,True,PASS,EXCEEDANCE
MW-05-02-20230228-01533,SITE-05,Chemical Plant - Linden,MW-05-02,GW,40.620734,-74.250308,2023-02-28,2023-03-12,Vinyl Chloride,EPA 8260,VOC,1.321,ug/L,0.1,,2.0,ALS Environmental,JM,False,False,False,12.0,False,False,PASS,WITHIN_LIMIT
MW-01-02-20250218-01534,SITE-01,Former Dry Cleaner - Newark,MW-01-02,GW,40.739647,-74.180516,2025-02-18,2025-08-25,Cadmium,EPA 6020,METAL,12.098,ug/L,0.25,,5.0,Pace Analytical,JM,False,False,False,188.0,True,True,FAIL,EXCEEDANCE
MW-05-06-20240310-01535,SITE-05,Chemical Plant - Linden,MW-05-06,GW,40.625238,-74.243459,2024-03-10,2024-04-13,Lead,EPA 6020,METAL,3.926,ug/L,0.75,,15.0,Eurofins TestAmerica,JM,False,False,False,34.0,False,False,PASS,WITHIN_LIMIT
MW-03-07-20240104-01536,SITE-03,Former Gas Station - Paterson,MW-03-07,GW,40.923445,-74.165705,2024-01-04,2024-01-22,pH,EPA 9040,FIELD,6.61,SU,0.01,,,Eurofins TestAmerica,TL,False,False,False,18.0,True,False,FAIL,WITHIN_LIMIT
SB-04-05-20230317-01537,SITE-04,Rail Yard - Kearny,SB-04-05,SOIL,40.772503,-74.139785,2023-03-17,2023-03-24,Trichloroethylene,EPA 8260,VOC,1.401,ug/L,0.25,,5.0,Eurofins TestAmerica,JM,False,False,False,7.0,False,False,PASS,WITHIN_LIMIT
SB-04-03-20230328-01538,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2023-03-28,2023-08-31,Arsenic,EPA 6020,METAL,1.71,ug/L,0.5,,10.0,Eurofins TestAmerica,KP,False,False,False,156.0,False,False,PASS,WITHIN_LIMIT
MW-01-01-20240228-01539,SITE-01,Former Dry Cleaner - Newark,MW-01-01,GW,40.734478,-74.165228,2024-02-28,2024-03-14,Mercury,EPA 7470,METAL,0.385,ug/L,0.1,,2.0,ALS Environmental,TL,False,False,False,15.0,False,False,PASS,WITHIN_LIMIT
SB-02-03-20240525-01540,SITE-02,Industrial Park - Elizabeth,SB-02-03,SOIL,40.655176,-74.204147,2024-05-25,2024-11-05,Cadmium,EPA 6020,METAL,1.412,ug/L,0.25,,5.0,Eurofins TestAmerica,KP,False,False,False,164.0,False,False,PASS,WITHIN_LIMIT
MW-05-02-20231103-01541,SITE-05,Chemical Plant - Linden,MW-05-02,GW,40.620734,-74.250308,2023-11-03,2023-11-06,Mercury,EPA 7470,METAL,0.939,ug/L,0.1,,2.0,Pace Analytical,KP,False,False,False,3.0,False,False,PASS,WITHIN_LIMIT
MW-01-06-20240909-01542,SITE-01,Former Dry Cleaner - Newark,MW-01-06,GW,40.744235,-74.169523,2024-09-09,2024-09-19,Vinyl Chloride,EPA 8260,VOC,0.036,ug/L,0.1,U,2.0,Eurofins TestAmerica,TL,False,False,False,10.0,False,False,PASS,WITHIN_LIMIT
SB-04-01-20240722-01543,SITE-04,Rail Yard - Kearny,SB-04-01,SOIL,40.76615,-74.149633,2024-07-22,2024-08-24,Benzene,EPA 8260,VOC,3.47,ug/L,0.25,,5.0,Eurofins TestAmerica,JM,False,False,False,33.0,True,False,FAIL,WITHIN_LIMIT
SB-04-10-20240119-01544,SITE-04,Rail Yard - Kearny,SB-04-10,SOIL,40.771094,-74.144328,2024-01-19,2024-01-19,Lead,EPA 6020,METAL,0.242,ug/L,0.75,U,15.0,Eurofins TestAmerica,RS,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-04-10-20230702-01545,SITE-04,Rail Yard - Kearny,SB-04-10,SOIL,40.771094,-74.144328,2023-07-02,2023-07-02,"1,1-Dichloroethylene",EPA 8260,VOC,1.75,ug/L,0.35,,7.0,Eurofins TestAmerica,TL,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-04-05-20230121-01546,SITE-04,Rail Yard - Kearny,SB-04-05,SOIL,40.772503,-74.139785,2023-01-21,2023-04-08,Cadmium,EPA 6020,METAL,1.09,ug/L,0.25,,5.0,Eurofins TestAmerica,JM,False,False,False,77.0,False,False,PASS,WITHIN_LIMIT
SB-04-05-20231010-01547,SITE-04,Rail Yard - Kearny,SB-04-05,SOIL,40.772503,-74.139785,2023-10-10,2023-10-10,Tetrachloroethylene,EPA 8260,VOC,1.71,ug/L,0.25,,5.0,Eurofins TestAmerica,RS,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-02-05-20240212-01548,SITE-02,Industrial Park - Elizabeth,SB-02-05,SOIL,40.660991,-74.201286,2024-02-12,2024-02-19,Trichloroethylene,EPA 8260,VOC,2.288,ug/L,0.25,,5.0,Eurofins TestAmerica,KP,False,False,False,7.0,False,False,PASS,WITHIN_LIMIT
SB-04-05-20250113-01549,SITE-04,Rail Yard - Kearny,,SOIL,40.772503,-74.139785,2025-01-13,2025-01-13,"1,1-Dichloroethylene",EPA 8260,VOC,7.243,ug/L,0.35,,7.0,ALS Environmental,JM,True,False,False,0.0,False,True,FAIL,EXCEEDANCE
SB-04-05-20250601-01550,SITE-04,Rail Yard - Kearny,SB-04-05,SOIL,40.772503,-74.139785,2025-06-01,2025-06-13,Trichloroethylene,EPA 8260,VOC,20.797,ug/L,0.25,,5.0,Pace Analytical,JM,False,False,False,12.0,False,True,PASS,EXCEEDANCE
SB-02-07-20230606-01551,SITE-02,Industrial Park - Elizabeth,SB-02-07,SOIL,40.657793,-74.211366,2023-06-06,2023-06-11,Trichloroethylene,EPA 8260,VOC,1.392,ug/L,0.25,,5.0,Eurofins TestAmerica,JM,False,False,False,5.0,False,False,PASS,WITHIN_LIMIT
